video_file,experiment,version,condition,subject,Recording_name,IP1_gaze_time,IP2_gaze_time,IP3_gaze_time,IP1_duration,IP2_duration,IP3_duration,include_trial
solidity_ver1_n_test,solidity,ver1,test,Sally,Recording329,266.5609999999979,680.2170000000042,0,2123,3000,NA,TRUE
solidity_ver1_n_test,solidity,ver1,test,Themba,Recording107,2123.215,1233.364999999998,0,2123,3000,NA,TRUE
solidity_ver1_n_test,solidity,ver1,test,Umugenzi,Recording133,676.5529999999999,296.74699999999575,0,2123,3000,NA,TRUE
solidity_ver1_n_test,solidity,ver1,test,Umugenzi,Recording247,139.987000000001,483.1260000000002,0,2123,3000,NA,TRUE
solidity_ver1_n_test,solidity,ver1,test,Yoyo,Recording339,0,403.2099999999991,0,2123,3000,NA,FALSE
solidity_ver1_n_test,solidity,ver1,test,Yoyo,Recording351,576.5859999999993,426.8279999999977,0,2123,3000,NA,TRUE
solidity_ver1_n_test,solidity,ver1,test,Yoyo,Recording352,16.708000000002357,36.549999999995634,0,2123,3000,NA,FALSE
solidity_ver1_n_test,solidity,ver1,test,Yoyo,Recording353,273.2599999999984,696.4749999999985,0,2123,3000,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Asega,Recording287,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Becky,Recording183,543.4079999999994,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Bolly,Recording228,543.3810000000012,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Bolly,Recording58,543.2769999999982,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Ikuru,Recording15,543.1710000000003,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Ikuru,Recording277,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Kalema,Recording295,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Kalema,Recording300,299.78199999999924,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Kalema,Recording301,3.2300000000013824,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Kalema,Recording302,13.319999999999709,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Kalema,Recording69,546.6029999999992,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Kaza,Recording258,543.1560000000009,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Kaza,Recording260,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Medina,Recording174,490.0500000000011,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Namukisa,Recording115,43.21700000000055,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Okechi,Recording204,543.2810000000009,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Okechi,Recording241,329.9599999999991,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Okechi,Recording244,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Okechi,Recording245,159.97799999999916,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Pasa,Recording249,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Sally,Recording149,206.93700000000536,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Sally,Recording324,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Sally,Recording328,100.00700000000143,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Sally,Recording330,79.99099999999999,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Sally,Recording331,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Themba,Recording121,546.5969999999979,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Umugenzi,Recording246,149.88600000000224,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Umugenzi,Recording248,476.59999999999854,0,0,545,NA,NA,TRUE
solidity_ver2_n_cont,solidity,ver2,cont,Umugenzi,Recording39,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Yoyo,Recording342,543.2799999999988,0,0,545,NA,NA,TRUE
